"COL 1","COL 2","COL 3","COL 4","COL 5","Customer_ID"
"7 Cups: Anxiety & Stress Chat","This absolutely amazing! It heals helps anxiety depression. Its hard people say stop wimp theres people real problems thoose problems. It feels nice vent everything once.","Positive","0.3145833333333333","0.6854166666666667","1134"
"7 Cups: Anxiety & Stress Chat","nan","nan","nan","nan","1135"
"7 Cups: Anxiety & Stress Chat","nan","nan","nan","nan","1136"
"7 Cups: Anxiety & Stress Chat","nan","nan","nan","nan","1137"
"7 Cups: Anxiety & Stress Chat","nan","nan","nan","nan","1138"
"7 Cups: Anxiety & Stress Chat","nan","nan","nan","nan","1139"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1140"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1141"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1142"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1143"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1144"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1145"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1146"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1147"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1148"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1149"
"7 Day Food Journal Challenge","simple way view eating get better idea habits. For reason though crashes girlfriend I every single time open it. We open it, close error open again. Every time. It's infuriating. Hasn't updated year - I dont know still developed abandonware. They're still happy charge $4 month though.","Positive","0.08095238095238096","0.519047619047619","1150"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1151"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1152"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1153"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1154"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1155"
"7 Day Food Journal Challenge","good app.when works. Often repeats error messages closes abruptly.","Positive","0.2875","0.8","1156"
"7 Day Food Journal Challenge","Could open week. Constant crashes. No response developers fb page. However, works great","Positive","0.26666666666666666","0.5277777777777778","1157"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1158"
"7 Day Food Journal Challenge","Was pointless downloading it. I installed find 7 day free trial start paying monthly","Positive","0.07500000000000001","0.65","1159"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1160"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1161"
"7 Day Food Journal Challenge","I enjoy app, wish crash every time I try go back it.","Positive","0.2","0.25","1162"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1163"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1164"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1165"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1166"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1167"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1168"
"7 Day Food Journal Challenge","Havent able open ver week","Positive","0.25","0.5625","1169"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1170"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1171"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1172"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1173"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1174"
"7 Day Food Journal Challenge","Not great business model It listed free really not. I've using since TwoGrand I've loved it. I'm disappointed fee mislabeled free. I'd rather free ads option pay ad free version.","Positive","0.13125","0.7124999999999999","1175"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1176"
"7 Day Food Journal Challenge","This used free called Two Grand. You could see others meals. They changed many times sucks. :(","Positive","0.06999999999999998","0.72","1177"
"7 Day Food Journal Challenge","nan","nan","nan","nan","1178"
"7 Day Food Journal Challenge","Says completely free, not. It's free 7 days, 2.99 per month. I get free 7 days completely implies without restriction. Works fine taking pictures food.","Positive","0.3433333333333334","0.66","1179"
"7 Minute Workout","nan","nan","nan","nan","1180"
"7 Minute Workout","nan","nan","nan","nan","1181"
"7 Minute Workout","nan","nan","nan","nan","1182"
"7 Minute Workout","nan","nan","nan","nan","1183"
"7 Minute Workout","nan","nan","nan","nan","1184"
"7 Minute Workout","nan","nan","nan","nan","1185"
"7 Minute Workout","nan","nan","nan","nan","1186"
"7 Minute Workout","nan","nan","nan","nan","1187"
"7 Minute Workout","nan","nan","nan","nan","1188"
"7 Minute Workout","I like pace, variety I hear timer music playing (it mute music updates). Nice app!","Positive","0.75","1.0","1189"
"7 Minute Workout","superb app...office goin staff...businessman....we have less time...15 mints exercise keep body fit....this acts like instructor...u enjoy it...good","Positive","0.41111111111111115","0.5222222222222223","1190"
"7 Minute Workout","nan","nan","nan","nan","1191"
"7 Minute Workout","nan","nan","nan","nan","1192"
"7 Minute Workout","nan","nan","nan","nan","1193"
"7 Minute Workout","nan","nan","nan","nan","1194"
"7 Minute Workout","This great reminds workout. It tailored ability. I wish preview workouts video form starting workout.","Positive","0.4","0.425","1195"
"7 Minute Workout","nan","nan","nan","nan","1196"
"7 Minute Workout","nan","nan","nan","nan","1197"
"7 Minute Workout","nan","nan","nan","nan","1198"
"7 Minute Workout","So far good. It got everything I need simple, well illustrated exercises, lite & voice timing. It stays I might tempted get ad free version soon.","Positive","0.3","0.6892857142857143","1199"
"7 Minute Workout","nan","nan","nan","nan","1200"
"7 Minute Workout","nan","nan","nan","nan","1201"
"7 Minute Workout","I love app, really keeps motivated better physically super easy home.","Positive","0.3933333333333333","0.56","1202"
"7 Minute Workout","Should put timmings hard plan 2 fr completed within 7 minutes idea wen rest within exercise","Negative","-0.2916666666666667","0.5416666666666666","1203"
"7 Minute Workout","nan","nan","nan","nan","1204"
"7 Minute Workout","nan","nan","nan","nan","1205"
"7 Minute Workout","Few blips audio/images great quick way stay little active","Positive","0.12250000000000001","0.49000000000000005","1206"
"7 Minute Workout","nan","nan","nan","nan","1207"
"7 Minute Workout","I loved too much interesting easy without need go gym","Positive","0.5444444444444444","0.7111111111111111","1208"
"7 Minute Workout","nan","nan","nan","nan","1209"
"7 Minute Workout","nan","nan","nan","nan","1210"
"7 Minute Workout","Just first time I feel exhausted~ good job...","Positive","0.18333333333333332","0.5444444444444444","1211"
"7 Minute Workout","nan","nan","nan","nan","1212"
"7 Minute Workout","nan","nan","nan","nan","1213"
"7 Minute Workout","nan","nan","nan","nan","1214"
"7 Minute Workout","nan","nan","nan","nan","1215"
"7 Minute Workout","nan","nan","nan","nan","1216"
"7 Minute Workout","Great app, 7 minutes definately makes sweat!","Positive","1.0","0.75","1217"
"7 Minute Workout","It's good want exercise","Positive","0.7","0.6000000000000001","1218"
"7 Minute Workout","nan","nan","nan","nan","1219"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1220"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1221"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1222"
"7 Weeks - Habit & Goal Tracker","bland boring, even paid level. Not recommended till add features! Wish fields new habit section, add details, also ability colour code habits organize better perhaps category section sort habits. ie: habits improve school life, work life etc. Un-installing till things added.","Negative","-0.13257575757575757","0.696969696969697","1223"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1224"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1225"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1226"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1227"
"7 Weeks - Habit & Goal Tracker","Minimalistic Effecient The exactly advertises. The design sleek instructions clear. I switched another complicated objective tracker (such working times week date night week) optional skip days. That Rewire - tad better management. But tired while.","Negative","-0.007142857142857141","0.4904761904761905","1228"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1229"
"7 Weeks - Habit & Goal Tracker","Wonderful This done amazing things perfectionist attitude. I used make long impossible complete lists I finish. Everyday I felt like failure. Now I list couple things I finish days finally. From time time add couple new things I'm able finish lists too. I feel free failing everyday. Thank much creating app!","Positive","0.11946386946386946","0.6368881118881118","1230"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1231"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1232"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1233"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1234"
"7 Weeks - Habit & Goal Tracker","This worked wonders me! The problem I find I think current day bit lagged behind sometimes I get early still highlights previous day. But big issue, aside perfect! Highly recommended anyone wants track habits","Positive","0.11166666666666666","0.4133333333333334","1235"
"7 Weeks - Habit & Goal Tracker","Small bug I yet start really using concept seems good. I set habit start date week now, yet I'm getting daily notifications like ""you it!"". While I appreciate motivational spirit, save habit start date.","Positive","0.16249999999999998","0.30000000000000004","1236"
"7 Weeks - Habit & Goal Tracker","Been using whole year almost everyday goddamn I can't without this. I write reviews often deserves praise given. Amazing app, intuitive easy use. 5/5","Positive","0.25833333333333336","0.6833333333333333","1237"
"7 Weeks - Habit & Goal Tracker","Great concept But I also think thing front everyday.. feel like it.. like look positive way (Doing pushups) best.. target smoking anything adviced.. Maybe developers take innovative way think solution? :)","Positive","0.4712121212121212","0.6992424242424242","1238"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1239"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1240"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1241"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1242"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1243"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1244"
"7 Weeks - Habit & Goal Tracker","I like it, tried Habit Bull, Fabulous Me, etc. The interface workflow much focused, overwhelm. But thing almost habit trackers missing complement. I hope 7 Weeks among first, since I've invested bought premium version.","Positive","0.16250000000000003","0.3958333333333333","1245"
"7 Weeks - Habit & Goal Tracker","I think great app. But... Much cheaper calendar phone notebook to. I think worth money. But great concept tho. Especially people really struggle bad certain addictions. Much love app. But I'm uninstalling. Thank tho :)","Positive","0.2814285714285715","0.5838095238095238","1246"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1247"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1248"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1249"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1250"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1251"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1252"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1253"
"7 Weeks - Habit & Goal Tracker","I bought plus version, I love it! Great alternative notecard, I actively widget . Suggestions: When reach end habit (the habit-breaking time set creation habit,) says ""You've completed habit!"" forces reset it. I wish could choose continue indefinitely that, without time goal set. Also, set habit-breaking time mark lot days incomplete, end time still see ""You've completed habit!"" really true. I wish punishment incomplete days severe, maybe time goal reset, maybe something less dramatic.","Positive","0.16111111111111112","0.5444444444444445","1254"
"7 Weeks - Habit & Goal Tracker","Its habit tracker/habit motivation allows name make personal habit. Like I wanted upgrade clash clans buildings every morning, won't let name habit make own. So 5 stars.","Positive","0.3","0.65","1255"
"7 Weeks - Habit & Goal Tracker","nan","nan","nan","nan","1256"
"7 Weeks - Habit & Goal Tracker","Completing goal gives red X, usually negative symbol. I feel good seeing all! There also seem way set goals specific days, every day. This means I'm forced break streak I take rest day, making feel bad.","Negative","-0.07083333333333332","0.33194444444444443","1257"
"7 Weeks - Habit & Goal Tracker","Noughts crosses When achieves task assigns 'X' day 'O' missing it. Can changed? Lots crosses look like lots 'wrongs' therefore lots misses. The circles end looking positive. Why can't I choose icon? Or green circle achieved red missed?","Negative","-0.04318181818181819","0.22386363636363638","1258"
"7 Weeks - Habit & Goal Tracker","Its great app, simple clear. The reminders really helpful, really helping change habits. One thing I'd like would able alternate days... So yoga day, running next.","Positive","0.225","0.3144345238095238","1259"
"8 Ball Pool","nan","nan","nan","nan","1260"
"8 Ball Pool","nan","nan","nan","nan","1261"
"8 Ball Pool","nan","nan","nan","nan","1262"
"8 Ball Pool","nan","nan","nan","nan","1263"
"8 Ball Pool","The better pool game Google Play slightly buggy. When opponent's connection stable, suddenly says I run time even though I made shot. It also seem support push out. The timer needs b obvious runs out.","Negative","-0.013333333333333336","0.4133333333333333","1264"
"8 Ball Pool","Hate get cue pieces maxed cue. Really wish guys would change that. Keep getting 8 n 12 hr boxes, Cairo Delhi, n end getting 2 3 pieces I use. Complete waste time. Change n review goes back 5 stars.","Negative","-0.14000000000000004","0.3","1265"
"8 Ball Pool","Games alright, bit sketchy either opponent bad connection. The pool cue power bar needs look at. It's annoying I'm trying get right amount power, suddenly starts moving angle finger moved bar.","Negative","-0.3035714285714286","0.6505952380952381","1266"
"8 Ball Pool","Hi really like game. I tried ti purchase halloween pack twice amount got deducted bank account transaction pool showed declined.. Could u please let knw whether get pack money back?","Negative","-0.06666666666666667","0.20000000000000004","1267"
"8 Ball Pool","nan","nan","nan","nan","1268"
"8 Ball Pool","nan","nan","nan","nan","1269"
"8 Ball Pool","nan","nan","nan","nan","1270"
"8 Ball Pool","nan","nan","nan","nan","1271"
"8 Ball Pool","nan","nan","nan","nan","1272"
"8 Ball Pool","nan","nan","nan","nan","1273"
"8 Ball Pool","nan","nan","nan","nan","1274"
"8 Ball Pool","Worst servers Iran... From first time I tried game I acoutered message connection slow ( I tried best networks Iran ) Recently even connect game time! Please consider better servers cause many Iranians love game.","Positive","0.01363636363636364","0.4621212121212121","1275"
"8 Ball Pool","nan","nan","nan","nan","1276"
"8 Ball Pool","I previous profile however updates I lost 1.5 million coins rank! How sad frustrating! I start again! If 8 ball fix I'll give five stars.","Negative","-0.5729166666666667","0.7416666666666666","1277"
"8 Ball Pool","nan","nan","nan","nan","1278"
"8 Ball Pool","nan","nan","nan","nan","1279"
"8 Ball Pool","nan","nan","nan","nan","1280"
"8 Ball Pool","nan","nan","nan","nan","1281"
"8 Ball Pool","nan","nan","nan","nan","1282"
"8 Ball Pool","nan","nan","nan","nan","1283"
"8 Ball Pool","nan","nan","nan","nan","1284"
"8 Ball Pool","Love game I'm issues requesting gifts club advise I restarted phone closed opened even checked updates. Any help would great worked fine today","Positive","0.24333333333333335","0.47000000000000003","1285"
"8 Ball Pool","So wanted enjoy game hacked death many people become boring. You pot ball back u started turn. Super fast fiber bb connection.it's badly maintained app.","Negative","-0.08333333333333331","0.5416666666666666","1286"
"8 Ball Pool","nan","nan","nan","nan","1287"
"8 Ball Pool","nan","nan","nan","nan","1288"
"8 Ball Pool","nan","nan","nan","nan","1289"
"8 Ball Pool","nan","nan","nan","nan","1290"
"8 Ball Pool","nan","nan","nan","nan","1291"
"8 Ball Pool","nan","nan","nan","nan","1292"
"8 Ball Pool","nan","nan","nan","nan","1293"
"8 Ball Pool","nan","nan","nan","nan","1294"
"8 Ball Pool","nan","nan","nan","nan","1295"
"8 Ball Pool","nan","nan","nan","nan","1296"
"8 Ball Pool","nan","nan","nan","nan","1297"
"8 Ball Pool","nan","nan","nan","nan","1298"
"8 Ball Pool","Really love I wish like real pool. If sink stripe break stripes. And sucks getting beat someone shooting random winning shoot full power hoping sink balls. Every pocket called. Other I love","Positive","0.140625","0.496875","1299"
"8 Ball Pool","nan","nan","nan","nan","1300"
"8 Ball Pool","nan","nan","nan","nan","1301"
"8 Ball Pool","nan","nan","nan","nan","1302"
"8 Ball Pool","nan","nan","nan","nan","1303"
"8 Ball Pool","nan","nan","nan","nan","1304"
"8 Ball Pool","nan","nan","nan","nan","1305"
"8 Ball Pool","nan","nan","nan","nan","1306"
"8 Ball Pool","nan","nan","nan","nan","1307"
"8 Ball Pool","nan","nan","nan","nan","1308"
"8 Ball Pool","nan","nan","nan","nan","1309"
"8 Ball Pool","nan","nan","nan","nan","1310"
"8 Ball Pool","nan","nan","nan","nan","1311"
"8 Ball Pool","Really! What I think game awesome, I play table pool time. This game real life pool. People complaining control, developers fault individual fault! If know manipulate, easy. 8 pool ✌✌peace men.","Positive","0.15476190476190474","0.5047619047619047","1312"
"8 Ball Pool","nan","nan","nan","nan","1313"
"8 Ball Pool","nan","nan","nan","nan","1314"
"8 Ball Pool","nan","nan","nan","nan","1315"
"8 Ball Pool","nan","nan","nan","nan","1316"
"8 Ball Pool","nan","nan","nan","nan","1317"
"8 Ball Pool","nan","nan","nan","nan","1318"
"8 Ball Pool","nan","nan","nan","nan","1319"
"8 Ball Pool","nan","nan","nan","nan","1320"
"8 Ball Pool","nan","nan","nan","nan","1321"
"8 Ball Pool","Sorry greedy! I love game since I started Now club created, go 1 1 different club? The game would outstanding happens I rated star get attention. Sorry","Negative","-0.13214285714285715","0.6964285714285714","1322"
"8 Ball Pool","nan","nan","nan","nan","1323"
"8 Ball Pool","nan","nan","nan","nan","1324"
"8 Ball Pool","nan","nan","nan","nan","1325"
"8 Ball Pool","nan","nan","nan","nan","1326"
"8 Ball Pool","Really good addictive game. Me girlfriend constantly playing downfall sometimes watch videos free money dont emd getting it. Has happened numerous times great game","Positive","0.1375","0.5854166666666667","1327"
"8 Ball Pool","Game cuts sometimes u loose turn sometimes causes match loss also spend money recharge stick whats about? I play real bca pool. A effort. B- effect","Negative","-0.09230769230769231","0.3230769230769231","1328"
"8 Ball Pool","I actually addicted game, seemed wierd critical times game I going win match game shuts time I get rebooted I've lost. Only time ever critical moments. I'll never play again. Promise that! The game totally rigged. Thats perfectly clear spin wheel always lands low #s. What's chances otherwise!. Rigged!","Negative","-0.09166666666666667","0.5527777777777778","1329"
"8 Ball Pool","I HAVE USED THE DAILY SPIN 999999 times I never got 500 coins game tells buy better spin, Same BOX's. So shame !!!! Not Fair NOT FAIR Seriously? Out many spins get nothing good ? I unlucky.","Positive","0.029629629629629624","0.5101851851851852","1330"
"8 Ball Pool","nan","nan","nan","nan","1331"
"8 Ball Pool","I 700 hundred coins I new I 300 even I winning games player backing I played I waited player back I still getting extra 50 coins winning 100. So going able play day till I build coins","Positive","0.2727272727272727","0.4465909090909091","1332"
"8 Ball Pool","The Indian's cheat! You see. Can option choose opponents based I wish play 100 million cheating Indians permantly online.","Neutral","0.0","0.0","1333"
"8 Ball Pool","I installed trip. I thought I would wifi, I didn't. So I decided practice offline mode. Sadly, in-game money play offline, I want waste it. When I got back, I tried actual game, working fine, middle game closed itself. Did I mention takes forever load? By time I got back I already lost. This happened I lost money, I really feel like playing anymore.","Negative","-0.08939393939393941","0.24545454545454548","1334"
"8 Ball Pool","It made chickens eat mice. Too many convenient bugs big games. Free spins joke. Why I wait opponents response.. lots flaws. Not sure rigged, seems like","Positive","0.1625","0.5722222222222222","1335"
"8 Ball Pool","I'd give 5 stars everytime I offer free cash, NEVER goes through. I get level requires. Still NO REWARD! I'm issue either. Several friends problem... quit offers.","Positive","0.19999999999999998","0.26666666666666666","1336"
"8 Ball Pool","I enjoyed game much last 4 games ive played either taken money automatically said opponent im game take shot says ran time automatically wins. Fix problem ill rate 5 star. There many lags game like monaco lag dozens like somehow manages buy cue twice ended barely money","Negative","-0.03888888888888889","0.4185185185185185","1337"
"8 Ball Pool","I used love gsme. Now much. I made purchase. And didnt receive purchase. Also coins csme gone without approval. This needs fixed. I spent lots money thru google play angry. If isnt fixed soon purchase coins replaced delete gsme take actions. Miniclip hsppy.","Positive","0.04999999999999999","0.38333333333333336","1338"
"8 Ball Pool","Really love I wish like real pool. If sink stripe break stripes. And sucks getting beat someone shooting random winning shoot full power hoping sink balls. Every pocket called. Other I love","Positive","0.140625","0.496875","1339"
"8 Ball Pool","The spinning wheel rigged. Other dont get play people rank dont get rank up. Refund coins! They cant dissapear?? Very addictive game, entertaining. However coins finished request gifts people online appear. Do something hourly bonus something players keep playing without actually purchase coins play?","Negative","-0.26071428571428573","0.6249999999999999","1340"
"8 Ball Pool","The Best game.... want say 2 points. 1. I want say creator game add voice conversation option game, make exciting.... 2. Add option watch others game tournament playing. Some time gets bore You win quaterfinal semifinal Final match opponents 1st match. So bored felling everyone.. So I suggest add feature see others game tournament matches","Negative","-0.04000000000000001","0.55","1341"
"8 Ball Pool","love new clubs...be cool club's actually prizes like stickers, shirts,cues,hats,...honesty anything would cool advertisement spread word game. game prizes like cues,big coins,mini games,chats,custom tables u challenge someone would dope. diffently need new profile pics win purchase..keep seeing lame ones. anything make custom player anything players win would major upgrade. sure must game classic... mine years.","Positive","0.1401262626262626","0.4809764309764311","1342"
"8 Ball Pool","Best pool game EVER, aware HACKERS. Get Credit card ready. And pay Money ,,its best money making machine creators/owners. They need Couple private Jets. Many times. You accidently push 5 million game more, Don`t want play high stakes. And I Think friends thats plan. BASTARDS","Positive","0.281","0.4065","1343"
"8 Ball Pool","The better pool game Google Play slightly buggy. When opponent's connection stable, suddenly says I run time even though I made shot. It also seem support push out. The timer needs b obvious runs out.","Negative","-0.013333333333333336","0.4133333333333333","1344"
"8 Ball Pool","Hate get cue pieces maxed cue. Really wish guys would change that. Keep getting 8 n 12 hr boxes, Cairo Delhi, n end getting 2 3 pieces I use. Complete waste time. Change n review goes back 5 stars.","Negative","-0.14000000000000004","0.3","1345"
"8 Ball Pool","Games alright, bit sketchy either opponent bad connection. The pool cue power bar needs look at. It's annoying I'm trying get right amount power, suddenly starts moving angle finger moved bar.","Negative","-0.3035714285714286","0.6505952380952381","1346"
"8 Ball Pool","Hi really like game. I tried ti purchase halloween pack twice amount got deducted bank account transaction pool showed declined.. Could u please let knw whether get pack money back?","Negative","-0.06666666666666667","0.20000000000000004","1347"
"8 Ball Pool","nan","nan","nan","nan","1348"
"8 Ball Pool","Awesome, liked look seeing Nickatnyte playing Molt! Glad added clubs , game needed it! One thing though , players get hopes winning big daily spin ... It's rigged get low prizes","Positive","0.28125","0.54375","1349"
"8 Ball Pool","I really enjoy playing. Great graphics. Never problem connection issues cheats. However spin wheel never lands anything 250. Wish lower levels option guidelines call pockets, hate losing Opponent slop shots","Positive","0.1333333333333334","0.7166666666666667","1350"
"8 Ball Pool","The free spins joke. There 4 slots 250 lower always lands 4 16. Odds say control u spend money. Seems like play tons bots. Wheres Americans?","Positive","0.4","0.8","1351"
"8 Ball Pool","Really! What I think game awesome, I play table pool time. This game real life pool. People complaining control, developers fault individual fault! If know manipulate, easy. 8 pool ✌✌peace men.","Positive","0.15476190476190474","0.5047619047619047","1352"
"8 Ball Pool","nan","nan","nan","nan","1353"
"8 Ball Pool","Worst servers Iran... From first time I tried game I acoutered message connection slow ( I tried best networks Iran ) Recently even connect game time! Please consider better servers cause many Iranians love game.","Positive","0.01363636363636364","0.4621212121212121","1354"
"8 Ball Pool","Funny game never see cue battery inside. You earn upgrades pay coins, stupid. But recharge cue u using stupid thing.back star keep asking rate game stil nothing improved. call pocket game. pot ball wrong pocket ball hand opponent lose turn","Negative","-0.43571428571428567","0.7285714285714286","1355"
"8 Ball Pool","I previous profile however updates I lost 1.5 million coins rank! How sad frustrating! I start again! If 8 ball fix I'll give five stars.","Negative","-0.5729166666666667","0.7416666666666666","1356"
"8 Ball Pool","I love game. Just thing want review, regarding account deactivation, reset delete. You made complicated. If available game setting b awesome last thing regarding name change. Eventhought change name facebook miniclip account still nothing change game us option that. If could fix rate 5 stars. I sure whether really look problem beginning itself. Anyway thankyou team.","Positive","0.09","0.5355555555555556","1357"
"8 Ball Pool","Takes money different rates 11700 coins. I went 2500 game lost round come moneys gone. Also offers get coins dont get them. Fix glitch idiots want coins back","Negative","-0.2166666666666667","0.3666666666666667","1358"
"8 Ball Pool","Great game. Use play mini clip years ago. Took star I cant block people play poorly. Ie purposely scratching break, scratching cause dont shot. Dont play like bitch.","Neutral","0.0","0.5833333333333334","1359"
"8 Ball Pool","I've played pool games can, stands alone. You buy anything, progress faster IF choose to. The ONLY thing I would improve game is, bigger, bonuses. You know time, get get it. The new CLUB addition work fine addition game. Definitely pool games get addicted to. I am!!!!!!","Negative","-0.15587121212121213","0.5443181818181818","1360"
"8 Ball Pool","Sorry greedy! I love game since I started Now club created, go 1 1 different club? The game would outstanding happens I rated star get attention. Sorry","Negative","-0.13214285714285715","0.6964285714285714","1361"
"8 Ball Pool","The game getting better, slowly. I still never got back 50 million coins lost due hacker affected everyone back. And designers still made option turn off/on daily deals, post fb, play someone new. Those popups seem keep happening frequently gets annoying. A lot people would agree on/off option those.","Negative","-0.08886363636363638","0.3329545454545454","1362"
"8 Ball Pool","nan","nan","nan","nan","1363"
"8 Ball Pool","Love game I'm issues requesting gifts club advise I restarted phone closed opened even checked updates. Any help would great worked fine today","Positive","0.24333333333333335","0.47000000000000003","1364"
"8 Ball Pool","So wanted enjoy game hacked death many people become boring. You pot ball back u started turn. Super fast fiber bb connection.it's badly maintained app.","Negative","-0.08333333333333331","0.5416666666666666","1365"
"8 Ball Pool","Really good addictive game. Me girlfriend constantly playing downfall sometimes watch videos free money dont emd getting it. Has happened numerous times great game","Positive","0.1375","0.5854166666666667","1366"
"8 Ball Pool","It's good game. The spin win wheel definitely rigged. The highest I ever gotten 500 coins. Also, I used wait 15 seconds open Pro box, I wait 3 hours. I'm disappointed situations.","Positive","0.05833333333333335","0.525","1367"
"8 Ball Pool","Game cuts sometimes u loose turn sometimes causes match loss also spend money recharge stick whats about? I play real bca pool. A effort. B- effect","Negative","-0.09230769230769231","0.3230769230769231","1368"
"8 Ball Pool","I actually addicted game, seemed wierd critical times game I going win match game shuts time I get rebooted I've lost. Only time ever critical moments. I'll never play again. Promise that! The game totally rigged. Thats perfectly clear spin wheel always lands low #s. What's chances otherwise!. Rigged!","Negative","-0.09166666666666667","0.5527777777777778","1369"
"8 Ball Pool","I HAVE USED THE DAILY SPIN 999999 times I never got 500 coins game tells buy better spin, Same BOX's. So shame !!!! Not Fair NOT FAIR Seriously? Out many spins get nothing good ? I unlucky.","Positive","0.029629629629629624","0.5101851851851852","1370"
"8 Ball Pool","nan","nan","nan","nan","1371"
"8 Ball Pool","I 700 hundred coins I new I 300 even I winning games player backing I played I waited player back I still getting extra 50 coins winning 100. So going able play day till I build coins","Positive","0.2727272727272727","0.4465909090909091","1372"
"8 Ball Pool","The Indian's cheat! You see. Can option choose opponents based I wish play 100 million cheating Indians permantly online.","Neutral","0.0","0.0","1373"
"8 Ball Pool","I installed trip. I thought I would wifi, I didn't. So I decided practice offline mode. Sadly, in-game money play offline, I want waste it. When I got back, I tried actual game, working fine, middle game closed itself. Did I mention takes forever load? By time I got back I already lost. This happened I lost money, I really feel like playing anymore.","Negative","-0.08939393939393941","0.24545454545454548","1374"
"8 Ball Pool","It made chickens eat mice. Too many convenient bugs big games. Free spins joke. Why I wait opponents response.. lots flaws. Not sure rigged, seems like","Positive","0.1625","0.5722222222222222","1375"
"8 Ball Pool","I'd give 5 stars everytime I offer free cash, NEVER goes through. I get level requires. Still NO REWARD! I'm issue either. Several friends problem... quit offers.","Positive","0.19999999999999998","0.26666666666666666","1376"
"8 Ball Pool","I enjoyed game much last 4 games ive played either taken money automatically said opponent im game take shot says ran time automatically wins. Fix problem ill rate 5 star. There many lags game like monaco lag dozens like somehow manages buy cue twice ended barely money","Negative","-0.03888888888888889","0.4185185185185185","1377"
"8 Ball Pool","I used love gsme. Now much. I made purchase. And didnt receive purchase. Also coins csme gone without approval. This needs fixed. I spent lots money thru google play angry. If isnt fixed soon purchase coins replaced delete gsme take actions. Miniclip hsppy.","Positive","0.04999999999999999","0.38333333333333336","1378"
"8 Ball Pool","nan","nan","nan","nan","1379"
"8 Ball Pool","The spinning wheel rigged. Other dont get play people rank dont get rank up. Refund coins! They cant dissapear?? Very addictive game, entertaining. However coins finished request gifts people online appear. Do something hourly bonus something players keep playing without actually purchase coins play?","Negative","-0.26071428571428573","0.6249999999999999","1380"
